"Algeria","Argentina","Austria","Bahamas, The","Bangladesh","Belgium","Belize","Benin","Bermuda","Bolivia","Botswana","Brazil","Burkina Faso","Burundi","Cameroon","Central African Republic","Chad","Chile","China","Colombia","Congo, Dem. Rep.","Congo, Rep.","Costa Rica","Cote d'Ivoire","Denmark","Dominican Republic","Ecuador","Egypt, Arab Rep.","Fiji","Finland","France","Gabon","Ghana","Greece","Guatemala","Guyana","Haiti","Honduras","India","Indonesia","Iran, Islamic Rep.","Italy","Japan","Kenya","Korea, Rep.","Lesotho","Luxembourg","Madagascar","Malawi","Malaysia","Mexico","Nepal","Netherlands","Nicaragua","Niger","Nigeria","Norway","Pakistan","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Portugal","Puerto Rico","Rwanda","Senegal","Seychelles","Sierra Leone","Singapore","South Africa","Spain","St. Vincent and the Grenadines","Sudan","Suriname","Sweden","Thailand","Togo","Trinidad and Tobago","Turkiye","United Kingdom","United States","Uruguay","Zambia","Zimbabwe","Australia"
0.101046490346245,0.106605310179574,0.103717723635707,0.100090932538188,0.100969700392427,0.1047031964531,0.100000626719003,0.100066766653517,0.100068223564567,0.100201644487025,0.100003294410567,0.108256573561647,0.100045533462984,0.100029389663833,0.100206010459849,0.100037361262411,0.100068776380288,0.101168423242028,0.106960805713086,0.101336148485768,0.100834700744948,0.100049359625901,0.100204438661007,0.100235182070245,0.103629765354376,0.100193015890844,0.100506575650644,0.100884231641101,0.100032279155181,0.102213099876768,0.122837589587083,0.100068753016704,0.100330104312938,0.101831910097712,0.1003301156023,0.100062590146266,0.100287540967561,0.100103464721312,0.105972704365224,0.102308132777606,0.102196451500469,0.121314337915191,0.125578969128521,0.100261893844662,0.10112103544489,0.100002866102109,0.100345650293203,0.100176379511128,0.100023073056961,0.100436067984303,0.106190674989545,0.100139579290426,0.107183774054859,0.100125049881006,0.100108460756375,0.102868175171752,0.102998433008322,0.100741931358699,0.100128919748437,0.100109185544167,0.100118914876132,0.101200626653798,0.101368510785804,0.101522395803301,0.100646404065414,0.100038804202631,0.100162962651437,0.100000288357815,0.100044878556872,0.100255088888924,0.102872575855389,0.108292302857468,0.100001367747847,0.100687367778213,0.100039967785894,0.105416774058102,0.100691815594929,0.100017871310284,0.100153854816895,0.103016915140445,0.134256804050318,0.251556301428415,0.100676888167862,0.100158592163088,0.100184175334757,0.10898154946961
0.100903346381756,0.10696413752472,0.103923921517553,0.100101231663076,0.101028786740661,0.104937606937461,0.100000932221054,0.100069040454066,0.10007167934318,0.10020597481078,0.10000385974109,0.108967126232402,0.100047601985577,0.100024577482507,0.100208515463663,0.100039490256315,0.100069816221075,0.101230004889823,0.105061059326457,0.101404433886444,0.100743514612967,0.100053950645372,0.100208386203927,0.100259099655994,0.103861660359356,0.100188420998142,0.100532822571053,0.100930157789484,0.100033612213722,0.102381826049418,0.123975227901871,0.100079735247281,0.100341618489031,0.102074534370995,0.100344547166714,0.100065788777236,0.100278945608568,0.100105488922393,0.106195278150356,0.102440957006883,0.102425266729714,0.123064108938625,0.128660281135965,0.100241095786405,0.101199180035284,0.100003024310602,0.100359103804137,0.100180107968844,0.100025264927538,0.100469627248146,0.106500489631958,0.100142350038221,0.107205036273844,0.100134847012795,0.100113647218589,0.102873686977174,0.103186887198112,0.100786689719994,0.10014362012771,0.100116281670782,0.100127507990405,0.101289250600142,0.101446773883565,0.101606969884555,0.100692317744097,0.100036895152984,0.100168009021757,0.1,0.100045792059002,0.100276303977417,0.102983234751789,0.109274661214222,0.100001684006046,0.10068752294695,0.100042155896852,0.105724835115444,0.100729212997054,0.100020729781808,0.100176240109356,0.103051857719126,0.135174060561313,0.255041990153223,0.100693903301918,0.10016082768875,0.100196162971366,0.109204649330264
0.100724416390821,0.106904734830441,0.104028002249066,0.100112399545047,0.101085193143795,0.105195252424013,0.100001252693675,0.100066482354283,0.100075134528117,0.100217779392002,0.100004491581184,0.109559311910866,0.100050863722769,0.100027314133971,0.100215028455115,0.100037815031039,0.100073859575324,0.101279759533392,0.104778337573391,0.101480744330403,0.100902335922242,0.100057049582926,0.100220033142586,0.100262347725349,0.104080812138915,0.100221499269558,0.100559309246961,0.100966424866971,0.100035026890206,0.102453018326463,0.125616320490532,0.100086093380731,0.1003558869813,0.102082122985532,0.100356930757264,0.100066577767592,0.100301390768029,0.100111894057272,0.106377037242962,0.102486022370376,0.102617531904879,0.124495297394292,0.131214114754062,0.100264428380909,0.101246110196695,0.10000434931195,0.10036405919592,0.10018432593181,0.100025471337193,0.100500142877161,0.106803947528488,0.100145176698594,0.107698495112813,0.100150144758714,0.100125906134195,0.102991824641176,0.103276722538954,0.100822207748664,0.100155924406895,0.100124051667829,0.100131901487587,0.101419194448275,0.101517161060199,0.101713633658582,0.100750409105575,0.10004171349202,0.100167772480579,0.100000472382215,0.10004812656643,0.100297598785948,0.103167883999277,0.110198362150352,0.100001953756048,0.100735459470975,0.100044019073318,0.105968890317695,0.100784723989664,0.100021724050287,0.100181227497096,0.103222202787354,0.135562041258263,0.264499951233466,0.100682888999542,0.100156681797341,0.100199057458612,0.109323893115089
0.100974918363233,0.106537928673223,0.104194924242341,0.100124819761764,0.101080220198713,0.105421596417047,0.100001593228081,0.10006989271456,0.100075998578621,0.100232965101108,0.100005090165681,0.109616697982314,0.100050147527061,0.100028676006037,0.100223286254419,0.100037507955839,0.100072588370292,0.101354827374432,0.105271094978332,0.101529596708772,0.100949676542812,0.100054524523447,0.100235600632413,0.100301176892069,0.104106843565726,0.100236268475292,0.100571208692138,0.101068665221167,0.100037611397108,0.102533786974806,0.127213529612793,0.100091680828667,0.100371814791299,0.102329413125899,0.100391521679974,0.10005771311409,0.100295579731595,0.100116101497018,0.106759625665819,0.102430283631343,0.102802256084592,0.125869713533287,0.133859529352491,0.100288133958574,0.101359023180631,0.100005407334092,0.100376772791058,0.100182560591143,0.100025038862067,0.100537259663895,0.107355976108827,0.100148034423814,0.107977753535364,0.100167069113573,0.100138306517821,0.103248963810463,0.103400960537174,0.100894136120924,0.100169718159803,0.100129332487563,0.100138379049431,0.101480863884353,0.101624003267294,0.101814617371314,0.100815813353661,0.100037065343023,0.100171005306282,0.100001089664857,0.100049040068603,0.100328042262565,0.103401888799273,0.111177607893605,0.100001479368749,0.100714361209256,0.100046798741512,0.106287209847702,0.100847950000178,0.100023091062145,0.100191699426789,0.10351484686981,0.137295723138671,0.271738312010136,0.100684062620458,0.100161992879788,0.100211838090546,0.109903847537684
0.101032175922892,0.107200827669674,0.104452170750192,0.100138517756169,0.101199149745127,0.105799143282826,0.10000195377376,0.100074914740867,0.100085066164835,0.100242404866244,0.100005821770132,0.109943873116929,0.100051420549991,0.100030827273172,0.10023140584886,0.100038405112753,0.100070624659128,0.101389616959348,0.106230393691402,0.1016242724903,0.100926365223723,0.100056820035615,0.100244426933563,0.100355212920954,0.10448807540452,0.100252631759516,0.10061393565007,0.101192289178866,0.100039719809281,0.102666818435489,0.129024193877816,0.100096112252256,0.100380153514608,0.102549131990933,0.10040992112473,0.100064907691442,0.100290617930897,0.100122694603108,0.107263825213348,0.102516263601117,0.10304022981024,0.126593637290207,0.137813907527141,0.100302717171447,0.101488306880748,0.100006317035773,0.100406850984988,0.100190017197682,0.100025854669066,0.10056635226897,0.108232417927295,0.100159608202904,0.108638329031596,0.100187270862816,0.100138495116202,0.10341008150712,0.103571618225386,0.10096224531484,0.100177489280723,0.100140898112132,0.100144444886598,0.101578196741558,0.101679451035447,0.101929487818478,0.100873813984954,0.100031744885051,0.100177865221261,0.100001486699704,0.100052694081548,0.100317688227974,0.103672431492454,0.111771240279753,0.100001739817521,0.100706294210135,0.100050205820526,0.106716443633447,0.100906257187733,0.100027192421814,0.100206755721799,0.103707031038901,0.139359868125703,0.281699552005745,0.100700894415836,0.100182464935839,0.10020943265402,0.110595505329299
0.101096590726558,0.107962497345247,0.104607319189345,0.10015354475377,0.101218501423883,0.106005803283439,0.100002327096204,0.100079178026247,0.100089382724349,0.100254591318848,0.100006486865012,0.110182667563967,0.100053567786809,0.100032273133777,0.100236208076517,0.100038822265083,0.100071086862461,0.101402875492182,0.107287410932552,0.101682948728514,0.100935660345754,0.100059115544671,0.100264906921255,0.100343992331214,0.104692762621928,0.100220397471059,0.100634226538557,0.101251154837322,0.10003849557122,0.102808533932035,0.130435479142928,0.100104589763888,0.100385434720349,0.102824227723169,0.100428045976607,0.100072341802904,0.100297021949882,0.100134290401089,0.107072202204718,0.102543540005377,0.10355911163246,0.127462889409884,0.140014875989334,0.100308911912548,0.101597638770541,0.100006574126,0.100403819612848,0.100189132430586,0.100030140123742,0.10061030739238,0.108817326227715,0.100157620221115,0.10938544395108,0.100205643814101,0.100148467390807,0.103576937629865,0.10376069693065,0.101063090519558,0.100194261961083,0.10015594313365,0.100153700718854,0.101667234576723,0.101769519473075,0.102074020639529,0.100954764300808,0.100034363837503,0.10018030956357,0.100001411350814,0.100056880969715,0.100343016868874,0.10389763102814,0.112507702169931,0.100001804928179,0.100754541018368,0.100056904662052,0.106973343846343,0.100980863717663,0.100032264796918,0.100208229276475,0.103811858777357,0.140203167186329,0.29332845140384,0.100708281736826,0.100213775936242,0.100219992861246,0.111229514011706
0.101043629924318,0.107909933632745,0.10486763889313,0.100167983872497,0.101249922264559,0.106195541188117,0.100002706137694,0.100082210210692,0.100103028262624,0.100273249851239,0.100007254790996,0.110865294392466,0.100053885976574,0.100034021042568,0.100247368236094,0.100039108807767,0.100069700737284,0.101561137220098,0.108064117600109,0.101771374500543,0.10099943651215,0.100059995260257,0.100283760656203,0.100384467960395,0.10482156344539,0.100250826694317,0.100632054102765,0.101314576661299,0.10003849557122,0.1028753087734,0.132034178812499,0.100109557928522,0.10036878256604,0.103008012110873,0.100451949978166,0.100076421645531,0.100295279389776,0.100141808850304,0.107068300477936,0.102614695842485,0.103969141337126,0.129106831574285,0.144272405183127,0.100355237638744,0.101789932674953,0.100006524684896,0.100408347598695,0.100193153152364,0.10003487771182,0.100658452489435,0.109355194608606,0.100169113231786,0.109642870239498,0.100212617850073,0.100147878019019,0.103424660600647,0.103903308939365,0.101124968219554,0.100209415653495,0.100165335898717,0.100156873553622,0.101805059558031,0.101848356136203,0.102158826414043,0.101026784784113,0.100037166118936,0.100185658251079,0.100002388165444,0.100057943449812,0.10037850821644,0.104070872283758,0.113414393330873,0.100001804928179,0.10072736421739,0.10006890898604,0.107119242124247,0.101090585313418,0.100035829069573,0.100216904673169,0.104239905371586,0.140835685321426,0.305895080418634,0.100730147452946,0.100201555022184,0.100223429205885,0.111496804216147
0.101142814924431,0.108162581401844,0.105014194765436,0.100184646364322,0.101226370040363,0.106435387786198,0.100003115105889,0.100083157347416,0.100117451078447,0.100290866536653,0.100008017438844,0.111321840265692,0.100059136187392,0.100039499740668,0.100219762227502,0.100041200500918,0.100070278582582,0.101617791081442,0.107598496924141,0.101844850720829,0.100989529302653,0.100061383812352,0.100300110906687,0.100402404698451,0.105088502932818,0.10025935999525,0.100661521395617,0.101325207714195,0.100044385520647,0.10293779114232,0.133610914829056,0.10011429758822,0.100380296742132,0.103178869424053,0.100470765971185,0.100079960519482,0.100288907330273,0.100150621344996,0.107621907284839,0.102650866726317,0.104416397614744,0.131196710422233,0.149179374607951,0.100367366829343,0.101952961598895,0.100007849686722,0.100409244789414,0.100204142338142,0.100037826417015,0.100684066655545,0.109903233782909,0.10016636733707,0.110152330542239,0.100227827817968,0.1001480666174,0.102884610313508,0.104147854488149,0.101186026793703,0.100227807321802,0.100172294505551,0.100171742114549,0.101874817071718,0.101945183405941,0.102322122534065,0.101091033506483,0.100040125066342,0.100183325078742,0.10000242857501,0.100057966510815,0.100426557059605,0.1043642378371,0.11399689045182,0.100001097995802,0.100737802477942,0.100077926734226,0.107359044882701,0.101185033985075,0.100038108804626,0.100221449735295,0.104440816286857,0.141973718192854,0.311042729394447,0.100703241736053,0.100217962485573,0.100242593594215,0.112222043161871
0.101266802467521,0.108556480448409,0.105238697494146,0.100200669967326,0.101343278965509,0.10670552756638,0.100003758483082,0.100086568388786,0.100120042003414,0.100316155004409,0.10000945828844,0.112431947294865,0.10006112463774,0.100039365342708,0.100234065577667,0.100041857883661,0.100069931569753,0.10167610414697,0.107286709498524,0.101954641205209,0.101032646028405,0.10006649692846,0.100326016235475,0.100453604383446,0.105371400044391,0.100259992922628,0.100674260008716,0.101303824110692,0.100048343898925,0.103005586386991,0.135120707735528,0.100117306028027,0.100381720227965,0.103408270936321,0.100512525944704,0.100080837550286,0.100298277994688,0.10016093029395,0.107880341884672,0.10294082676252,0.105053387391772,0.13323876023737,0.155515515865611,0.100397141040616,0.102210823632072,0.100007800244667,0.100426602113327,0.100218466413315,0.100036990949198,0.100739089649147,0.11083697399357,0.100167529068591,0.110804050433863,0.100230962900154,0.100148655989145,0.102848529853991,0.104241717793294,0.101272221084057,0.100244094303814,0.100180050755632,0.100179771331496,0.101877679802809,0.102043467883173,0.102528721347536,0.101147844813199,0.100043333374866,0.100195211051037,0.100003036341108,0.100059250866639,0.100485017335838,0.104545724513728,0.114920635227577,0.100001535178177,0.100752397460791,0.100084276123293,0.107626992681545,0.10128174194562,0.100040305497445,0.100233291631888,0.104742213720929,0.144257938106292,0.321173190349404,0.100716631468177,0.100220753506039,0.100247483694853,0.112844916579077
0.101374109239985,0.109385268592573,0.105567845411966,0.100219198043815,0.101359747079093,0.107150499778137,0.100004237274234,0.100089221046217,0.100124360211736,0.100330551435483,0.100011738315185,0.113613512915681,0.100062476894789,0.100038708794407,0.100245813612215,0.100045224646132,0.100075130360284,0.101742330078375,0.108522022501764,0.102074266353885,0.101129503978649,0.100071940531347,0.10034422891645,0.100497410597761,0.105721371784928,0.100288921777009,0.100706005124315,0.101372956328778,0.100049744967672,0.103294459876062,0.137618032074715,0.100127241855682,0.100404984431161,0.103803041678233,0.100537069945279,0.100086884575869,0.10030986233229,0.100162021915255,0.108396027414416,0.103141842002294,0.105838335909162,0.135266036098285,0.16244349208472,0.100429197525455,0.102533567805124,0.100008007894738,0.100469706797166,0.10022680508691,0.100039497352636,0.100775494926279,0.111207638037945,0.100175257345965,0.111499083876739,0.100245720107377,0.100140192609435,0.103539158934428,0.104433056672918,0.101342603170516,0.10026517347925,0.10019541197037,0.100188486758021,0.101943867525349,0.102139559214817,0.1025824681223,0.101255984638219,0.100048721618344,0.10018204843729,0.100003036341108,0.100064781215346,0.100552890950637,0.104760363326414,0.116250115749128,0.100001739815474,0.100762928950387,0.100088321352474,0.108009318066641,0.101366072507918,0.100045279395688,0.100239815496575,0.104935984871271,0.145109303658245,0.328029707976872,0.10075898951793,0.100219764453766,0.100278939752821,0.113750292551216
