Argentina,Austria,Brazil,Canada,Colombia,Ecuador,"Egypt, Arab Rep.",Finland,France,Germany,Hungary,Indonesia,India,"Iran, Islamic Rep.",Italy,China,Japan,"Korea, Rep.",Malaysia,Morocco,Pakistan,Portugal,Poland,Philippines,Romania,Russian Federation,South Africa,Slovenia,Spain,Slovak Republic,Serbia,Turkiye,United Kingdom,Uzbekistan,United States,Ukraine,Thailand,Sweden,Belgium,Mexico,EN.CO2.MANF.ZS,EN.ATM.CO2E.PC,SL.TLF.CACT.ZS,SL.TLF.ACTI.ZS,NV.MNF.TECH.ZS.UN,SL.AGR.EMPL.ZS,SL.IND.EMPL.ZS,SL.SRV.EMPL.ZS,SL.EMP.TOTL.SP.ZS,SL.UEM.TOTL.ZS,TX.VAL.MRCH.XD.WD,NE.CON.GOVT.ZS,NY.GDP.MKTP.CD,TM.VAL.MRCH.XD.WD,NV.AGR.TOTL.ZS,NV.AGR.TOTL.KD,NE.EXP.GNFS.ZS,NY.GDP.MKTP.KD,NY.GDP.PCAP.KD,NV.IND.TOTL.KD,NV.IND.TOTL.ZS,NV.SRV.TOTL.ZS,NV.SRV.TOTL.KD,NE.TRD.GNFS.ZS,NE.GDI.FTOT.ZS,NE.GDI.FTOT.CD,BX.KLT.DINV.WD.GD.ZS,BX.KLT.DINV.CD.WD,NV.IND.MANF.ZS,NV.IND.MANF.CD,auto,Australia
0.222040261,0.437116351,0.138183845,0.797172185,0.14683204,0.145922303,0.148688503,0.596785859,0.367957224,0.648459764,0.385180418,0.114475528,0.106477307,0.245067473,0.415952406,0.166827879,0.496291691,0.350821326,0.224152824,0.11731611,0.1,0.271582189,0.513318606,0.107423789,0.430019356,0.772051403,0.371442266,0.398148908,0.339046825,0.568275004,0.464347139,0.197684794,0.54302637,0.349131131,1,0.707701134,0.152583364,0.372528987,0.597980459,3.29880798,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811440684
0.469087888,0.529444856,0.733699263,0.556349638,0.759926729,0.55362531,0.956233877,0.73354822,0.620084383,0.516338004,0.636324505,0.67356589,0.799575308,0.646750801,0.576652216,1,0.747803046,0.656380314,0.808318341,0.786442527,0.846865424,0.633469423,0.410097635,0.784793295,0.999728503,0.391174448,0.656407105,0.585140004,0.60786978,0.823390321,0.49642311,0.744690594,0.452151484,0.1,0.415471281,0.809998086,0.556864179,0.671651063,0.763545698,20.73422354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513438027
0.446015836,0.345218699,0.505561503,0.668332524,0.656412381,0.558788377,0.102924828,0.614250317,0.356531814,0.416960499,0.307416351,0.646810037,0.42311372,0.1,0.188214705,1,0.562099505,0.471594578,0.539086973,0.226348196,0.177177472,0.439862614,0.498497687,0.511162853,0.716537498,0.62553575,0.437489658,0.402446567,0.155654985,0.625315127,0.406116416,0.377502535,0.554649389,0.61331204,0.621562439,0.457246218,0.885516897,0.678541791,0.149308613,57.77199936,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574516365
0.583535109,0.598547215,0.542857143,0.818159806,0.638498789,0.54188862,0.155205811,0.827602906,0.57748184,0.659079903,0.522760291,0.597578692,0.418159806,0.1,0.424213075,1,0.657142857,0.475302663,0.525423729,0.208958838,0.221307506,0.650363196,0.629297821,0.495883777,0.724455206,0.797578692,0.405569007,0.586440678,0.407021792,0.786682809,0.54188862,0.407990315,0.809927361,0.570217918,0.794915254,0.610411622,0.873607748,0.993946731,0.384261501,60.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742857143
0.373886707,0.637569833,0.9282823,0.699441475,0.361119993,0.1,0.340161926,0.567118243,1,0.981371477,0.765076094,0.281999663,0.716282044,0.441366199,0.772708487,0.667271366,0.962138127,0.832803745,0.775190193,0.303740825,0.360808131,0.247533632,0.573743409,0.366520761,0.470039273,0.572257489,0.441255294,0.559347378,0.622817032,0.396015284,0.363515289,0.407163469,0.82378924,0.257657076,0.911943718,0.285110627,0.283994167,0.774349159,0.113711008,42.09677292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453767501
0.231053197,0.467015498,0.140584307,0.792612064,0.149142829,0.14704851,0.149572818,0.61038667,0.391664262,0.642453786,0.378148137,0.118011515,0.108619383,0.25921184,0.421765731,0.172720126,0.508690546,0.384189799,0.251182787,0.120401168,0.1,0.284312892,0.52270059,0.106757738,0.377369576,0.775876731,0.363585859,0.385406186,0.35270819,0.515211077,0.409760515,0.201856282,0.558912558,0.350753074,1,0.685374801,0.16043922,0.381632527,0.629610702,3.455242818,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820694335
0.449101285,0.526045797,0.760644792,0.554753045,0.76749144,0.559697136,0.89098641,0.706952839,0.596213576,0.467834843,0.567968052,0.636925139,0.771712593,0.706476431,0.555217851,1,0.725650787,0.70398478,0.749041921,0.790747912,0.81005047,0.632493853,0.388002022,0.653149435,0.923834016,0.355575068,0.616963823,0.555927783,0.61144419,0.853747409,0.449594188,0.771466516,0.456354304,0.1,0.40059773,0.862765225,0.561293103,0.640434859,0.761022549,18.91656063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517058649
0.1,0.20631947,0.375801834,0.145014291,0.434534775,0.519990469,0.652746913,0.215608134,0.181311531,0.144871388,0.260622419,0.888393121,1,0.451825965,0.213893306,0.948269307,0.191314704,0.303921876,0.416529055,0.765782796,0.735487479,0.262765952,0.460543027,0.736916482,0.520704998,0.298634485,0.259622106,0.250047637,0.241187683,0.247475388,0.516132094,0.520419186,0.126008258,0.676325794,0.122721498,0.453969525,0.95727218,0.150015877,0.138012067,21.09000015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171737062
0.630254838,0.657197474,0.358535048,0.371719735,0.253057331,0.34678346,0.298917215,0.512165641,0.500987259,0.768407697,0.70878981,0.122643311,0.122356708,0.594140127,0.689299355,0.300636945,0.67869429,0.742611475,0.585541422,0.26337582,0.306369451,0.661783457,0.724554119,0.1,0.830891783,0.832611459,0.505573242,1,0.614203843,0.8899363,0.485796211,0.537388547,0.559171993,0.426751585,0.431337568,0.52964968,0.130095547,0.449968186,0.581815277,25.46999931,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36111467
0.901507579,0.761306586,0.737185941,1,0.730150796,0.575041875,0.447403697,0.835175933,0.882077031,0.768174255,0.667504199,0.274371864,0.143551097,0.51038531,0.733668368,0.1,0.766331699,0.596984948,0.556783915,0.335845905,0.346063671,0.692462352,0.423953148,0.464991624,0.291122284,0.550586278,0.7874372,0.509882754,0.745728691,0.577051972,0.498157447,0.463149132,0.91273033,0.345058623,0.991289838,0.545728641,0.189112227,0.948408805,0.885594732,53.43999863,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975041911
