"","Argentina","Austria","Brazil","Canada","Colombia","Ecuador","Egypt, Arab Rep.","Finland","France","Germany","Hungary","Indonesia","India","Iran, Islamic Rep.","Italy","China","Japan","Korea, Rep.","Malaysia","Morocco","Pakistan","Portugal","Poland","Philippines","Romania","Russian Federation","South Africa","Slovenia","Spain","Slovak Republic","Serbia","Turkiye","United Kingdom","Uzbekistan","United States","Ukraine","Thailand","Sweden","Belgium","Mexico","var_meas","cor_ser","Australia"
"1",0.124682513732248,0.116474120057592,0.185994111329786,0.16805314523854,0.111647670860496,0.102643758248939,0.115097503110646,0.109237109967544,0.215296078843689,0.263440773119233,0.103974271682694,0.139733134070327,0.210594307729468,0.117208242126682,0.18533679873155,0.579184903286969,0.318787670350732,0.167611772455089,0.110322042822976,0.103214668545155,0.112678800862506,0.107471017573341,0.120546705809834,0.116401092347764,0.106665742683355,0.155144931995944,0.113055386449644,0.100085237532773,0.157315050703181,0.102183970694393,0.1,0.139269634160467,0.224895846185564,0.102302257938525,1,0.102735041688805,0.116144228480595,0.122563074240546,0.120171273367937,0.146149075870978,0.156762456942545,-0.712367184911363,0.151422513478157
"2",0.278742017767878,0.77110929684079,0.21784939929229,0.717354261116953,0.171243147629532,0.168093023908846,0.133664605831013,0.745027176666215,0.657752524725175,0.740861631244331,0.274059971057149,0.129990159289558,0.10525584647629,0.153148172150363,0.552801240471999,0.192042963169844,0.651305977785157,0.525759256927076,0.205222507303704,0.124613981391663,0.1,0.376237410772198,0.272535175794975,0.135045419869523,0.220550686429797,0.205936561585621,0.164872483858342,0.389308217308459,0.498206800756926,0.323768978039767,0.164729972509636,0.245268884033992,0.715942660360457,0.120716649394375,1,0.113103970002363,0.161775220299296,0.890959022311831,0.720102810722499,0.20806126030609,0.267048266108043,-0.683343875309236,0.80541876930971
"3",0.215136450331896,0.13730332735186,0.177086784339017,0.226688998412523,0.198094473508166,0.24128435336983,0.379134005275308,0.149896558732912,0.121573235475085,0.159330154453692,0.222878799267477,0.307210215620726,0.49150139011495,0.699307345382912,0.144836373006522,0.450380509461837,0.167928944031395,0.245303437768417,0.408443325064322,0.340343388563959,0.356462368402373,0.173371937002383,0.355934174642389,0.221585471337939,0.234521076923165,0.607014455092159,0.657364144163947,0.206983505953155,0.154413672641774,0.225183858297419,0.592955149537237,0.25751035795483,0.129829012570992,0.606769346856917,0.179802100803708,1,0.356592336129851,0.1,0.153225651551743,0.26684962030569,0.194236453778985,0.590065943929684,0.209567953569207
"4",0.115643781159506,0.104542068776925,0.139302761729647,0.149273089410819,0.106412710527551,0.102303175999298,0.12020605323467,0.102918458263863,0.127437915672657,0.167333919705154,0.10280550346007,0.144176348264047,0.299218295617108,0.154349627259351,0.129332434048476,1,0.206293225364731,0.155177962487169,0.119717500749971,0.104513600493042,0.11530308008465,0.103198549444001,0.126246839408268,0.110192563961806,0.105253775873997,0.239308169683216,0.13776639273171,0.1,0.121406312816442,0.101613508863942,0.102967129845986,0.133120552468374,0.133515435115781,0.108579055097864,0.547660090731175,0.117202190119159,0.122663508965979,0.102282972701059,0.107382468843045,0.142731812439926,0.154017195477202,-0.704286698212845,0.133981029307027
"5",0.492309949584124,0.732036035945272,0.370907640074102,0.723875063878973,0.455245987918575,0.678823581684034,0.156444239088337,0.772606576712251,0.719029935222095,0.711915471771089,0.694866381035792,0.684313937812763,0.371535855044983,0.641808417946177,0.727271704613906,1,0.994445393412285,0.761374159577543,0.928999705095803,0.379614505699109,0.1,0.723802643076272,0.458790811967315,0.260137180179751,0.756700356849112,0.540411463853963,0.571493975066567,0.865767083055131,0.610741778804773,0.726906305754374,0.527895338055222,0.602846494526136,0.589217284365903,0.385705058833253,0.628066825424656,0.493691290158975,0.734502669656851,0.665254086765931,0.770091518983304,0.715751727540698,0.200576706154154,-0.545019525308546,0.745736063329078
"6",0.119757595238619,0.119713186306047,0.154312453874519,0.178889344581166,0.108744522649904,0.103365465646817,0.10453663799586,0.112027713130056,0.231974817806278,0.285025782693075,0.104851183421738,0.14430739624594,0.169962377302334,0.11864394566794,0.198998986403665,0.884023105613031,0.453718274351982,0.182343993689295,0.117693218037052,0.101671913088944,0.102569213707333,0.109122129576936,0.115264731488657,0.107261806581687,0.108696057605333,0.150619413282298,0.112270406403707,0.101111596318288,0.155940133804931,0.103075517446866,0.1,0.137941657652763,0.217877149041784,0.101251832826203,1,0.102112813714882,0.119664889145805,0.124215390367998,0.125346454514725,0.153852138745842,0.185944888401973,-0.736236762669104,0.162875026397984
"7",0.488512208273954,0.49719293954394,0.62803822439792,0.472589038430489,0.303742445528246,0.353930108994028,0.411019957614503,0.62595803018683,0.472402471330764,0.411157920259127,0.410691873430989,0.275431477843662,0.253070018973035,0.269654976009725,0.324280148159356,0.1,0.212761883495212,0.438027854896515,0.420103233517089,0.504626949378334,0.128163597658222,0.463954816041473,0.430602856884287,0.105932946471823,0.221032108025191,0.32087255602123,0.516574773579496,0.396664983610554,0.362535126899337,0.33949870070059,0.329483686322591,0.338290638752307,0.527203956326452,1,0.40928154020348,0.426469821205442,0.327037240791179,0.74256295618245,0.60567805264455,0.466672605708101,0.167372424971184,-0.287780914680304,0.483281695189375
"8",0.128242062409454,0.120410949453134,0.216984950243157,0.178798395056553,0.109052528135844,0.102612324023714,0.114069801542033,0.114706575811081,0.23249564566197,0.267506958233766,0.104401670490621,0.130272794891782,0.17324771748755,0.113014648579446,0.173125048226024,0.314826150989735,0.248992287242494,0.174051664238404,0.112645594522073,0.104122732665566,0.104427802153507,0.108991358191195,0.120877047640436,0.105484337725075,0.104095319247279,0.147320933395112,0.116475148796104,0.100473304322212,0.152019839870465,0.102039809400328,0.1,0.133749175550174,0.252619389284179,0.107256063475607,1,0.103077539871335,0.114202277589492,0.138813698010626,0.12980470961355,0.153757706641531,0.143705299230755,-0.717816594228913,0.16238739309847
"9",0.222495043799187,0.106910943300406,0.237934214696769,0.126420871437083,0.53374806370998,0.46128065237441,0.505873040698574,0.1,0.10068097084445,0.103918237881409,0.12652576570717,0.35823997729599,0.175667728933402,0.779496934153912,0.106378784899521,0.19990088758941,0.100912376837856,0.100179050108618,0.70303839494992,0.100564339052261,0.20806727147502,0.1,0.117626244005681,0.125757289595284,0.178742798639192,1,0.30808952935837,0.101399177166181,0.100086934908451,0.100691056420904,0.161210529521512,0.106446929857323,0.153966396962936,0.542156891199691,0.119255058937664,0.186500227054622,0.333268554544105,0.1,0.1,0.334297770232206,0.212038336972297,-0.0985524768429263,0.262462672082388
"10",0.153699489808378,0.102201342689756,0.295271928071976,0.132090702550119,0.197690137384816,0.128487400249428,0.20708266937049,0.1,0.101380334042355,0.111188562496054,0.102667061819669,0.287363569808538,0.236945686501572,0.329011169445415,0.10964608193754,1,0.103735486522006,0.100217473666261,0.242124099002956,0.100045847601244,0.123730777825787,0.1,0.106436811197244,0.107334298186391,0.111780912500119,0.997675422035765,0.152724919057096,0.100049072542563,0.10008671036737,0.100048488188036,0.101893379650485,0.104464894859961,0.215033527463308,0.130938961817282,0.394275152334795,0.106562896121216,0.173927762159796,0.1,0.1,0.297884872100354,0.199068773862297,-0.609097716649412,0.254202260141045
